[I 2024-10-04 20:18:52,714] A new study created in memory with name: no-name-7c0ec544-147f-47de-90b2-cf5e9575d922
[I 2024-10-04 20:19:05,554] Trial 0 finished with value: 0.9575535597460016 and parameters: {'lambda': 0.03777375844866581, 'alpha': 0.15268515298731478, 'learning_rate': 0.047122436792669475, 'max_depth': 8, 'min_child_weight': 10, 'subsample': 0.9487496335443051, 'colsample_bytree': 0.5022936147425566, 'num_boost_round': 588}. Best is trial 0 with value: 0.9575535597460016.
[I 2024-10-04 20:36:21,397] Trial 73 finished with value: 0.9580497638781489 and parameters: {'lambda': 0.2384877421162903, 'alpha': 0.014787348914234093, 'learning_rate': 0.028148193398079217, 'max_depth': 5, 'min_child_weight': 4, 'subsample': 0.9510193618950131, 'colsample_bytree': 0.6311026411181734, 'num_boost_round': 1084}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:36:30,109] Trial 74 finished with value: 0.9579118113311104 and parameters: {'lambda': 0.10682140808581286, 'alpha': 0.24288466499663341, 'learning_rate': 0.10002131033375883, 'max_depth': 3, 'min_child_weight': 5, 'subsample': 0.9853266608129011, 'colsample_bytree': 0.5309175976422883, 'num_boost_round': 903}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:36:43,263] Trial 75 finished with value: 0.9564588865811473 and parameters: {'lambda': 0.004746501930567235, 'alpha': 0.5523209508304937, 'learning_rate': 0.07737504556813207, 'max_depth': 4, 'min_child_weight': 4, 'subsample': 0.5012801507941417, 'colsample_bytree': 0.5911036993299311, 'num_boost_round': 980}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:36:55,089] Trial 76 finished with value: 0.9583206447230799 and parameters: {'lambda': 0.13132767511263496, 'alpha': 0.14043842314153743, 'learning_rate': 0.11098345651179586, 'max_depth': 3, 'min_child_weight': 3, 'subsample': 0.9192526555210941, 'colsample_bytree': 0.540715634212076, 'num_boost_round': 1218}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:37:10,651] Trial 77 finished with value: 0.9538247037091937 and parameters: {'lambda': 0.2238348604286199, 'alpha': 0.09656942396162072, 'learning_rate': 0.27917518348661785, 'max_depth': 3, 'min_child_weight': 2, 'subsample': 0.917628378402165, 'colsample_bytree': 0.5484797412163263, 'num_boost_round': 1651}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:37:23,093] Trial 78 finished with value: 0.9580125522888014 and parameters: {'lambda': 0.13287712589409584, 'alpha': 0.1313108482903027, 'learning_rate': 0.11365114467186369, 'max_depth': 3, 'min_child_weight': 5, 'subsample': 0.9023600569444562, 'colsample_bytree': 0.5073829085261925, 'num_boost_round': 1222}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:37:31,544] Trial 79 finished with value: 0.9579624467140876 and parameters: {'lambda': 2.4699227507447254, 'alpha': 0.33907816895770615, 'learning_rate': 0.128987471423019, 'max_depth': 3, 'min_child_weight': 3, 'subsample': 0.8856710573298313, 'colsample_bytree': 0.5360117788154135, 'num_boost_round': 856}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:37:48,475] Trial 80 finished with value: 0.9576558960813832 and parameters: {'lambda': 0.5625413119104464, 'alpha': 0.1574221675934299, 'learning_rate': 0.10406730283820373, 'max_depth': 3, 'min_child_weight': 4, 'subsample': 0.9242180225403834, 'colsample_bytree': 0.655403334583226, 'num_boost_round': 1781}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:38:02,310] Trial 81 finished with value: 0.9578159517529212 and parameters: {'lambda': 0.048074503729015686, 'alpha': 0.035902966831255316, 'learning_rate': 0.0915288890659757, 'max_depth': 4, 'min_child_weight': 3, 'subsample': 0.9515558544897192, 'colsample_bytree': 0.6040012720832578, 'num_boost_round': 1155}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:38:13,418] Trial 82 finished with value: 0.9572675228130081 and parameters: {'lambda': 0.0828179671234067, 'alpha': 0.04621716044881962, 'learning_rate': 0.11273310348043478, 'max_depth': 3, 'min_child_weight': 2, 'subsample': 0.6400180864833671, 'colsample_bytree': 0.578520977674943, 'num_boost_round': 1092}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:38:22,364] Trial 83 finished with value: 0.9559182261781238 and parameters: {'lambda': 0.1451348449442611, 'alpha': 0.07462914748822848, 'learning_rate': 0.04284727086215262, 'max_depth': 3, 'min_child_weight': 3, 'subsample': 0.9709971601136848, 'colsample_bytree': 0.7889388724426267, 'num_boost_round': 1027}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:38:35,669] Trial 84 finished with value: 0.9555447292114252 and parameters: {'lambda': 0.005379718197928708, 'alpha': 0.7056136176077267, 'learning_rate': 0.1393137679851506, 'max_depth': 4, 'min_child_weight': 4, 'subsample': 0.9337468935013853, 'colsample_bytree': 0.5503100455425736, 'num_boost_round': 1279}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:38:52,171] Trial 85 finished with value: 0.9568724644358761 and parameters: {'lambda': 0.027205790736277154, 'alpha': 0.0910767404605269, 'learning_rate': 0.07390496215617962, 'max_depth': 5, 'min_child_weight': 3, 'subsample': 0.9841880107922775, 'colsample_bytree': 0.5205358013512564, 'num_boost_round': 1220}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:39:04,351] Trial 86 finished with value: 0.9583307944207023 and parameters: {'lambda': 0.012762281322539305, 'alpha': 0.1880730625366161, 'learning_rate': 0.06391371274709835, 'max_depth': 4, 'min_child_weight': 2, 'subsample': 0.9469753222528109, 'colsample_bytree': 0.6240186276225724, 'num_boost_round': 984}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:39:13,457] Trial 87 finished with value: 0.9567589128334444 and parameters: {'lambda': 0.0014320322252666866, 'alpha': 0.3002406379378159, 'learning_rate': 0.05683951214030446, 'max_depth': 3, 'min_child_weight': 2, 'subsample': 0.8387200937750131, 'colsample_bytree': 0.6303062491841163, 'num_boost_round': 971}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:39:30,385] Trial 88 finished with value: 0.9561376382338217 and parameters: {'lambda': 0.00259239330267395, 'alpha': 0.22464849057367184, 'learning_rate': 0.011453942030498543, 'max_depth': 7, 'min_child_weight': 1, 'subsample': 0.8646777644035685, 'colsample_bytree': 0.6131659673354241, 'num_boost_round': 908}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:39:37,638] Trial 89 finished with value: 0.9583510223811249 and parameters: {'lambda': 0.011974563609570416, 'alpha': 0.4829733161865571, 'learning_rate': 0.15917873575453997, 'max_depth': 3, 'min_child_weight': 2, 'subsample': 0.9456237701178772, 'colsample_bytree': 0.5001897105067663, 'num_boost_round': 788}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:39:50,787] Trial 90 finished with value: 0.9566747090370408 and parameters: {'lambda': 0.01682040500467391, 'alpha': 0.45323183843029863, 'learning_rate': 0.16712745157334347, 'max_depth': 3, 'min_child_weight': 2, 'subsample': 0.8837196814958476, 'colsample_bytree': 0.5040224549793196, 'num_boost_round': 1419}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:39:57,778] Trial 91 finished with value: 0.9575556313558389 and parameters: {'lambda': 0.01366675118518831, 'alpha': 0.1751069178230972, 'learning_rate': 0.18197642005389325, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.9411727421841443, 'colsample_bytree': 0.5284465962143758, 'num_boost_round': 740}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:40:05,819] Trial 92 finished with value: 0.9566955620521558 and parameters: {'lambda': 0.0071821478650272155, 'alpha': 0.12269502243425687, 'learning_rate': 0.06531838595944442, 'max_depth': 3, 'min_child_weight': 2, 'subsample': 0.9127667598197103, 'colsample_bytree': 0.5114575476256569, 'num_boost_round': 867}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:40:14,254] Trial 93 finished with value: 0.9582160522379042 and parameters: {'lambda': 0.004501953715259121, 'alpha': 0.8811141418814028, 'learning_rate': 0.15974521435378858, 'max_depth': 3, 'min_child_weight': 2, 'subsample': 0.9559048187871924, 'colsample_bytree': 0.5598226973203921, 'num_boost_round': 786}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:40:22,435] Trial 94 finished with value: 0.9576469548228328 and parameters: {'lambda': 0.004354541135755239, 'alpha': 0.5847608894714109, 'learning_rate': 0.20078882376240442, 'max_depth': 3, 'min_child_weight': 2, 'subsample': 0.9548033817842477, 'colsample_bytree': 0.557642013784604, 'num_boost_round': 792}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:40:32,190] Trial 95 finished with value: 0.9579821567720508 and parameters: {'lambda': 0.01197419343248766, 'alpha': 0.36062293622264907, 'learning_rate': 0.15361991448061488, 'max_depth': 3, 'min_child_weight': 2, 'subsample': 0.9263119011937623, 'colsample_bytree': 0.5451282172474194, 'num_boost_round': 960}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:40:38,558] Trial 96 finished with value: 0.9577892410824044 and parameters: {'lambda': 0.005925815751837114, 'alpha': 0.925879999655498, 'learning_rate': 0.14384932077447973, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.902103123557174, 'colsample_bytree': 0.526761354923232, 'num_boost_round': 671}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:40:46,368] Trial 97 finished with value: 0.9582600203708299 and parameters: {'lambda': 0.008305241604395205, 'alpha': 1.0253167042894424, 'learning_rate': 0.11882974655874577, 'max_depth': 3, 'min_child_weight': 2, 'subsample': 0.946215140430016, 'colsample_bytree': 0.5373489919288934, 'num_boost_round': 839}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:40:55,865] Trial 98 finished with value: 0.9563653426817703 and parameters: {'lambda': 0.0034231498296296158, 'alpha': 1.078615174822443, 'learning_rate': 0.1608651243742193, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 0.9453795829214284, 'colsample_bytree': 0.5000171804350386, 'num_boost_round': 849}. Best is trial 60 with value: 0.9586547632441647.
[I 2024-10-04 20:41:08,398] Trial 99 finished with value: 0.9494748766707563 and parameters: {'lambda': 0.007682828678379782, 'alpha': 0.8309134897108794, 'learning_rate': 0.17787166047796688, 'max_depth': 8, 'min_child_weight': 2, 'subsample': 0.9194351639913295, 'colsample_bytree': 0.537812180930209, 'num_boost_round': 542}. Best is trial 60 with value: 0.9586547632441647.
